TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2015M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,62",
2015M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,16",
2015M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,16",
2015M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,14",
2015M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,67",
2015M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,81",
2015M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,19",
2015M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,62",
2015M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,74",
2015M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,53",
2015M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,2",
2015M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,16",
2016M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,38",
2016M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,72",
2016M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,44",
2016M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,65",
2016M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,83",
2016M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,56",
2016M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,14",
2016M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,83",
2016M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,34",
2016M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,77",
2016M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,77",
2016M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,74",
2017M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,12",
2017M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,83",
2017M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,16",
2017M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,44",
2017M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,36",
2017M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,34",
2017M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,34",
2017M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,6",
2017M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,03",
2017M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,42",
2017M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,84",
2017M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,54",
2018M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,97",
2018M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,04",
2018M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,84",
2018M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,26",
2018M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,105,
2018M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,08",
2018M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,97",
2018M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,34",
2018M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,65",
2018M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,93",
2018M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,62",
2018M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,82",
2019M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,1",
2019M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,82",
2019M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,94",
2019M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,82",
2019M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,7",
2019M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,07",
2019M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,74",
2019M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,55",
2019M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,76",
2019M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,81",
2019M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,12",
2019M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,62",
2020M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,11",
2020M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,79",
2020M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,53",
2020M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,43",
2020M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,66",
2020M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2020M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,56",
2020M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,84",
2020M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,59",
2020M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,36",
2020M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,6",
2020M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,39",
2021M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,76",
2021M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,68",
2021M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,83",
2021M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,15",
2021M05,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,98",
2021M06,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,12",
2021M07,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,3",
2021M08,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,14",
2021M09,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,86",
2021M10,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,108,
2021M11,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,93",
2021M12,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,89",
2022M01,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,48",
2022M02,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,01",
2022M03,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,91",
2022M04,Belgium,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,08",
2015M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,32",
2015M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,68",
2015M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,17",
2015M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,54",
2015M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,43",
2015M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,99",
2015M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,97",
2015M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,57",
2015M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,25",
2015M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,79",
2015M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,29",
2016M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2016M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,27",
2016M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,54",
2016M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,54",
2016M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,56",
2016M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,6",
2016M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,24",
2016M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2016M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,08",
2016M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,84",
2016M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2016M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,49",
2017M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,81",
2017M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,95",
2017M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,52",
2017M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,37",
2017M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,76",
2017M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,58",
2017M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,48",
2017M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,49",
2017M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,74",
2017M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,61",
2017M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,12",
2017M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,84",
2018M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,42",
2018M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,76",
2018M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,41",
2018M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,31",
2018M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,54",
2018M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,89",
2018M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,93",
2018M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,01",
2018M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,51",
2018M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,77",
2018M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,66",
2018M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,69",
2019M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,24",
2019M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,88",
2019M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,11",
2019M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,29",
2019M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,67",
2019M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,04",
2019M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,34",
2019M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,7",
2019M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,52",
2019M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,09",
2019M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,25",
2019M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,12",
2020M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,92",
2020M02,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,64",
2020M03,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,87",
2020M04,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,65",
2020M05,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,94",
2020M06,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,87",
2020M07,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,36",
2020M08,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,8",
2020M09,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,29",
2020M10,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,29",
2020M11,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,61",
2020M12,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,49",
2021M01,Bulgaria,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,8",
